001,008,035$a,074$a,086$a,245,830,856$u
"001074263","151026s1937\\\\mdu\\\\\ot\\\f000\0\eng\d","(OCoLC)926732356","0247 (online)","C 13.10:126","Temperature interconversion tables (°Cp6(""Sb0p6(""Sb2s°F) and melting points of the chemical elements /National Bureau of Standards.","Miscellaneous publications (United States. Bureau of Standards)  ;126.","https://doi.org/10.6028/NBS.MP.126;https://www.govinfo.gov/content/pkg/GOVPUB-C13-f9c05281e78404d9821581818ea70a92/pdf/GOVPUB-C13-f9c05281e78404d9821581818ea70a92.pdf;https://purl.fdlp.gov/GPO/gpo105172"
"001074267","151026s1935\\\\mdu\\\\\ot\\\f000\0\eng\d","(OCoLC)926732283","0247 (online)","C 13.10:152","Scientific and technical positons in the National Bureau of Standards /National Bureau of Standards.","Miscellaneous publications (United States. Bureau of Standards)  ;152.","https://doi.org/10.6028/NBS.MP.152;https://www.govinfo.gov/content/pkg/GOVPUB-C13-056304e8d29964724931fb9b60d72aae/pdf/GOVPUB-C13-056304e8d29964724931fb9b60d72aae.pdf;https://purl.fdlp.gov/GPO/gpo94605"
"001074268","151026s1936\\\\mdu\\\\\ot\\\f000\0\eng\d","(OCoLC)926737749","0247 (online)","C 13.10:156","Report of the twenty-fifth national conference on weights and measures /National Bureau of Standards.","Miscellaneous publications (United States. Bureau of Standards)  ;156.","https://doi.org/10.6028/NBS.MP.156;https://www.govinfo.gov/content/pkg/GOVPUB-C13-3fba8c7aee8c4549e01d1a314ed1ddf8/pdf/GOVPUB-C13-3fba8c7aee8c4549e01d1a314ed1ddf8.pdf;https://purl.fdlp.gov/GPO/gpo97065"
"001074269","151026s1937\\\\mdu\\\\\ot\\\f000\0\eng\d","(OCoLC)926732200","0247 (online)","C 13.10:157","Report of the twenty-sixth national conference on weights and measures /National Bureau of Standards.","Miscellaneous publications (United States. Bureau of Standards)  ;157.","https://doi.org/10.6028/NBS.MP.157;https://www.govinfo.gov/content/pkg/GOVPUB-C13-35d0debedcc4c754770468fa388c19a9/pdf/GOVPUB-C13-35d0debedcc4c754770468fa388c19a9.pdf;https://purl.fdlp.gov/GPO/gpo96618"
"001074270","151026s1937\\\\mdu\\\\\ot\\\f000\0\eng\d","(OCoLC)926732376","0247 (online)","C 13.10:159","Report of the twenty-seventh national conference on weights and measures /National Bureau of Standards.","Miscellaneous publications (United States. Bureau of Standards)  ;159.","https://doi.org/10.6028/NBS.MP.159;https://www.govinfo.gov/content/pkg/GOVPUB-C13-c776f274fb04a5ee258b6b56684527d0/pdf/GOVPUB-C13-c776f274fb04a5ee258b6b56684527d0.pdf;https://purl.fdlp.gov/GPO/gpo102859"
"001074271","151026s1939\\\\mdu\\\\\ot\\\f000\0\eng\d","(OCoLC)926732363","0247 (online)","C 13.10:161","Report of the twenty-eighth national conference on weights and measures /National Bureau of Standards.","Miscellaneous publications (United States. Bureau of Standards)  ;161.","https://doi.org/10.6028/NBS.MP.161;https://www.govinfo.gov/content/pkg/GOVPUB-C13-67c8072fead6d0f99f251b61aaadbce3/pdf/GOVPUB-C13-67c8072fead6d0f99f251b61aaadbce3.pdf;https://purl.fdlp.gov/GPO/gpo98858"
"001074272","151026s1940\\\\mdu\\\\\ot\\\f000\0\eng\d","(OCoLC)926732377","0247 (online)","C 13.10:164","Report of the twenty-ninth national conference on weights and measures /National Bureau of Standards.","Miscellaneous publications (United States. Bureau of Standards)  ;164.","https://doi.org/10.6028/NBS.MP.164;https://www.govinfo.gov/content/pkg/GOVPUB-C13-92877bfa8c5c2f8261d0276fe08ad2e3/pdf/GOVPUB-C13-92877bfa8c5c2f8261d0276fe08ad2e3.pdf;https://purl.fdlp.gov/GPO/gpo100717"
"001074273","151026s1941\\\\mdu\\\\\ot\\\f000\0\eng\d","(OCoLC)926732390","0247 (online)","C 13.10:167","Report of the thirtieth national conference on weights and measures /National Bureau of Standards.","Miscellaneous publications (United States. Bureau of Standards)  ;167.","https://doi.org/10.6028/NBS.MP.167;https://www.govinfo.gov/content/pkg/GOVPUB-C13-7d74fcbaea8e8a49c05d1aa6e11e1efc/pdf/GOVPUB-C13-7d74fcbaea8e8a49c05d1aa6e11e1efc.pdf;https://purl.fdlp.gov/GPO/gpo99719"
"001074274","151026s1941\\\\mdu\\\\\ot\\\f000\0\eng\d","(OCoLC)926732378","0247 (online)","C 13.10:170","Report of the thirty-first national conference on weights and measures /National Bureau of Standards.","Miscellaneous publications (United States. Bureau of Standards)  ;170.","https://doi.org/10.6028/NBS.MP.170;https://www.govinfo.gov/content/pkg/GOVPUB-C13-ae7399b15fbe924d437fd639a7ee4030/pdf/GOVPUB-C13-ae7399b15fbe924d437fd639a7ee4030.pdf;https://purl.fdlp.gov/GPO/gpo101815"
"001074275","151026s1944\\\\mdu\\\\\ot\\\f000\0\eng\d","(OCoLC)926732391","0247 (online)","C 13.10:176","Conductor loading nomograph (chart 1A and chart 1B), Bending moment due to wind pressure on pole (chart 2A), Ultimate resisting moments of wood poles (chart 2B), Catenary curve (chart 3) /National Bureau of Standards.","Miscellaneous publications (United States. Bureau of Standards)  ;176.","https://doi.org/10.6028/NBS.MP.176;https://www.govinfo.gov/content/pkg/GOVPUB-C13-e74188b22aacdcce04359339c6050dec/pdf/GOVPUB-C13-e74188b22aacdcce04359339c6050dec.pdf;https://purl.fdlp.gov/GPO/gpo104439"
"001074278","151026s1945\\\\mdu\\\\\ot\\\f000\0\eng\d","(OCoLC)926732394","0247 (online)","C 13.10:180","Guide-chart for carbon-brush terminals (electric) /National Bureau of Standards.","Miscellaneous publications (United States. Bureau of Standards)  ;180.","https://doi.org/10.6028/NBS.MP.180;https://www.govinfo.gov/content/pkg/GOVPUB-C13-23ac9ba15d8b3fa5a270e53556c6ffb8/pdf/GOVPUB-C13-23ac9ba15d8b3fa5a270e53556c6ffb8.pdf;https://purl.fdlp.gov/GPO/gpo95837"
"001074314","151026s1945\\\\mdu\\\\\ot\\\f000\0\eng\d","(OCoLC)926732441","0247 (online)","C 13.10:179","American standard building code requirements for minimum design loads in buildings and other structures /Sectional Committee on Building Code Requirements for Minimum Design Loads in Buildings-A58,","Miscellaneous publications (United States. Bureau of Standards)  ;179.","https://doi.org/10.6028/NBS.MP.179;https://www.govinfo.gov/content/pkg/GOVPUB-C13-31061e9f4ea025b34a27c3668dafb6cc/pdf/GOVPUB-C13-31061e9f4ea025b34a27c3668dafb6cc.pdf;https://purl.fdlp.gov/GPO/gpo96460"
"001116359","100323s1936\\\\dcuf\\\\o\\\\f000\0\eng\d","(OCoLC)568758323","0247 (online)","C 13.10:121","Units of weight and measure (U.S. customary and metric)Definitions and tables of equivalents.Issued January, 1936.","Miscellaneous publications (United States. Bureau of Standards)  ;121.","https://www.govinfo.gov/content/pkg/GOVPUB-C13-33eb511e45be1186a6741e729bbe4455/pdf/GOVPUB-C13-33eb511e45be1186a6741e729bbe4455.pdf;https://purl.fdlp.gov/GPO/gpo96563"
"001116364","100422s1941\\\\dcu\\\\\ob\\\\000\0\eng\d","(OCoLC)608668893","0247 (online)","C 13.10:169","Standardization activities of national technical and trade organizationsIssued November 28, 1941.","Miscellaneous publications (United States. Bureau of Standards)  ;169.","https://www.govinfo.gov/content/pkg/GOVPUB-C13-9d7f4505dc934eadd680aa7d2fc61550/pdf/GOVPUB-C13-9d7f4505dc934eadd680aa7d2fc61550.pdf;https://purl.fdlp.gov/GPO/gpo101148"
"001116375","111114s1939\\\\dcuaf\\\ob\\\f000\0\eng\d","(OCoLC)760981645","0247 (online)","C 13.10:162","Summary report of research at the National Bureau of Standards on the stability and preservation of records on photographic film /by B.W. Scribner.","Miscellaneous publications (United States. Bureau of Standards)  ;162.","https://www.govinfo.gov/content/pkg/GOVPUB-C13-99b52b79c268b5c38f429bef2887e0fa/pdf/GOVPUB-C13-99b52b79c268b5c38f429bef2887e0fa.pdf;https://purl.fdlp.gov/GPO/gpo101009"
"001116376","111115s1942\\\\dcua\\\\obr\\f000\0\eng\d","(OCoLC)761397585","0247 (online)","C 13.10:171","Directory of commercial testing and college research laboratoriesIssued February 2, 1942 ... Compiled by Ann E. Rapuzzi under the direction of A.S. McAllister, assistant director for commercial standardization.","Miscellaneous publications (United States. Bureau of Standards)  ;171.","https://www.govinfo.gov/content/pkg/GOVPUB-C13-f577e08e21741e944236c2c7694f14b2/pdf/GOVPUB-C13-f577e08e21741e944236c2c7694f14b2.pdf;https://purl.fdlp.gov/GPO/gpo105002"
"001116377","111115s1937\\\\dcuab\\\o\\\\f000\0\eng\d","(OCoLC)761405188","0247 (online)","C 13.10:160","Visitors' manual of the National bureau of standardsa brief synopsis of its history, functions, and laboratory facilities.","Miscellaneous publications (United States. Bureau of Standards)  ;160.","https://www.govinfo.gov/content/pkg/GOVPUB-C13-ab279bbeddab970e96bc31d6750307b8/pdf/GOVPUB-C13-ab279bbeddab970e96bc31d6750307b8.pdf;https://purl.fdlp.gov/GPO/gpo101683"
"001116381","120408s1936\\\\dcuf\\\\ob\\\\000\0\eng\d","(OCoLC)785106015","0247 (online)","C 13.10:122","Weights and measures in CongressHistorical summary covering the period of the Continental congress to and including the adoption of the joint resolutions of 1836 and 1838by Sarah Ann Jones [Issued March 17, 1936].","Miscellaneous publications (United States. Bureau of Standards)  ;122.","https://www.govinfo.gov/content/pkg/GOVPUB-C13-55d202fe266fdeb7693c4ff55394b4b3/pdf/GOVPUB-C13-55d202fe266fdeb7693c4ff55394b4b3.pdf;https://purl.fdlp.gov/GPO/gpo98272"
"001116390","130713s1935\\\\dcua\\\\ob\\\f000\0\eng\d","(OCoLC)852766850","0247 (online)","C 13.10:148","Separation of cornstalks into long fibers, pith, and fines /by E.R. Whittemore, C.B. Overman, and Baker Wingfield.","Miscellaneous publications (United States. Bureau of Standards)  ;148.","https://www.govinfo.gov/content/pkg/GOVPUB-C13-ee2cefd93a6c7c0f784f8c7b467f2fac/pdf/GOVPUB-C13-ee2cefd93a6c7c0f784f8c7b467f2fac.pdf;https://purl.fdlp.gov/GPO/gpo104715"
"001116391","130713s1935\\\\dcu\\\\\ob\\\f000\0\eng\d","(OCoLC)852766854","0247 (online)","C 13.10:147","Papermaking quality of cornstalks /by Charles G. Weber, Merle B. Shaw, Martin J. O'Leary.","Miscellaneous publications (United States. Bureau of Standards)  ;147.","https://www.govinfo.gov/content/pkg/GOVPUB-C13-39253d3152229430d6431ef5f108cdf1/pdf/GOVPUB-C13-39253d3152229430d6431ef5f108cdf1.pdf;https://purl.fdlp.gov/GPO/gpo96730"
"001116396","130713s1937\\\\dcu\\\\\ob\\\f000\0\eng\d","(OCoLC)852766884","0247 (online)","C 13.10:127","Permeability of membranes to water vapor with special reference to packaging materials /by Frederick T. Carson.","Miscellaneous publications (United States. Bureau of Standards)  ;127.","https://www.govinfo.gov/content/pkg/GOVPUB-C13-2cf64f3bd78ae6cf1a17491a98ec90a1/pdf/GOVPUB-C13-2cf64f3bd78ae6cf1a17491a98ec90a1.pdf;https://purl.fdlp.gov/GPO/gpo96391"
"001116397","130713s1944\\\\dcu\\\\\ob\\\f000\0\eng\d","(OCoLC)852766889","0247 (online)","C 13.10:174","American standard building code requirements for masonry /by [the] Sectional committee on building code requirements and good practice recommendations for masonry, A41 under the sponsorship of the National bureau of standards.","Miscellaneous publications (United States. Bureau of Standards)  ;174.","https://www.govinfo.gov/content/pkg/GOVPUB-C13-9323df3b0f162a1e77a6f262193b55c7/pdf/GOVPUB-C13-9323df3b0f162a1e77a6f262193b55c7.pdf;https://purl.fdlp.gov/GPO/gpo100743"
"001116398","130713s1936\\\\dcua\\\\ob\\\f000\0\eng\d","(OCoLC)852766890","0247 (online)","C 13.10:124","Paper pulp from cereal straws by a modified sulfate process /by Baker Wingfield [and others].","Miscellaneous publications (United States. Bureau of Standards)  ;124.","https://www.govinfo.gov/content/pkg/GOVPUB-C13-bffe4f494bc015075946edeea3a7403a/pdf/GOVPUB-C13-bffe4f494bc015075946edeea3a7403a.pdf;https://purl.fdlp.gov/GPO/gpo102531"
"001116399","130713s1944\\\\dcu\\\\\ob\\\f000\0\eng\d","(OCoLC)852766895","0247 (online)","C 13.10:173","The grade terminology problem /by Iler J. Fairchild.","Miscellaneous publications (United States. Bureau of Standards)  ;173.","https://www.govinfo.gov/content/pkg/GOVPUB-C13-5ae5a5829c283d8910f500104da5382c/pdf/GOVPUB-C13-5ae5a5829c283d8910f500104da5382c.pdf;https://purl.fdlp.gov/GPO/gpo98353"
"001116400","130713s1941\\\\dcua\\\\ob\\\f000\0\eng\d","(OCoLC)852766906","0247 (online)","C 13.10:168","Protection of documents with cellulose acetate sheeting /by B.W. Scribner.","Miscellaneous publications (United States. Bureau of Standards)  ;168.","https://www.govinfo.gov/content/pkg/GOVPUB-C13-b66d66a8c577fc3d59ce9521bf2df221/pdf/GOVPUB-C13-b66d66a8c577fc3d59ce9521bf2df221.pdf;https://purl.fdlp.gov/GPO/gpo102140"
"001116403","130713s1935\\\\dcuad\\\ob\\\f000\0\eng\d","(OCoLC)852766929","0247 (online)","C 13.10:149","A basis for a performance specification for women's full- fashioned silk hosiery /by Herbert F. Schiefer and Richard S. Cleveland.","Miscellaneous publications (United States. Bureau of Standards)  ;149.","https://www.govinfo.gov/content/pkg/GOVPUB-C13-4108fb15b6e9f4043ece15e95ba3cae6/pdf/GOVPUB-C13-4108fb15b6e9f4043ece15e95ba3cae6.pdf;https://purl.fdlp.gov/GPO/gpo97106"
"001116406","130713s1925\\\\dcua\\\\o\\\\f000\0\eng\d","(OCoLC)852766943","0247 (online)","C 13.10:61","Report of the National Screw Thread Commission.","Miscellaneous publications (United States. Bureau of Standards)  ;61.","https://www.govinfo.gov/content/pkg/GOVPUB-C13-3b9ad10329dcaf6099828fc35e0aef60/pdf/GOVPUB-C13-3b9ad10329dcaf6099828fc35e0aef60.pdf;https://purl.fdlp.gov/GPO/gpo96943"
"001116410","131229s1940\\\\dcuf\\\\o\\\\f000\0\eng\d","(OCoLC)866878385","0247 (online)","C 13.10:166","Charts for testing lens resolution /by Irvine C. Gardner.","Miscellaneous publications (United States. Bureau of Standards)  ;166.","https://www.govinfo.gov/content/pkg/GOVPUB-C13-a124dcf36e20e6df9278d7a9938f915d/pdf/GOVPUB-C13-a124dcf36e20e6df9278d7a9938f915d.pdf;https://purl.fdlp.gov/GPO/gpo101277"
"001116411","131229s1936\\\\dcuaf\\\ob\\\f000\0\eng\d","(OCoLC)866881968","0247 (online)","C 13.10:123","Production of pressboard from cornstalks /by Baker Wingfield [and others].","Miscellaneous publications (United States. Bureau of Standards)  ;123.","https://www.govinfo.gov/content/pkg/GOVPUB-C13-363825f399d70f79e08edcf67b8254ee/pdf/GOVPUB-C13-363825f399d70f79e08edcf67b8254ee.pdf;https://purl.fdlp.gov/GPO/gpo96631"
"001116412","131229s1935\\\\dcu\\\\\ob\\\f000\0\eng\d","(OCoLC)866893294","0247 (online)","C 13.10:150","Suitability of sweetpotato starch for the beater sizing of paper /by Charles G. Weber, Merle B. Shaw [and] Martin J. O'Leary.","Miscellaneous publications (United States. Bureau of Standards)  ;150.","https://www.govinfo.gov/content/pkg/GOVPUB-C13-2655f05ee8550eb3fc1a577577b3fb62/pdf/GOVPUB-C13-2655f05ee8550eb3fc1a577577b3fb62.pdf;https://purl.fdlp.gov/GPO/gpo95898"
"001116420","140802s1937\\\\dcuaf\\\ob\\\f000\0\eng\d","(OCoLC)885132870","0247 (online)","C 13.10:158","Evaluation of motion-picture film for permanent records /by John R. Hill and Charles G. Weber.","Miscellaneous publications (United States. Bureau of Standards)  ;158.","https://www.govinfo.gov/content/pkg/GOVPUB-C13-473bb94318982791cf7c06fbcc467e9c/pdf/GOVPUB-C13-473bb94318982791cf7c06fbcc467e9c.pdf;https://purl.fdlp.gov/GPO/gpo97333"
