001,008,035 $a,074 $a,086 $a,245 $a$b,830 $a$v,856 40 $u, 
001116216,110523e19430318dcua\\\\ot\\\f000\0\eng\d, (OCoLC)726800034, 0241 (online), C 13.29:96, Properties of a porous concrete of cement and uniform-sized gravel / , Building materials and structures report ; 96 , https://purl.fdlp.gov/GPO/gpo102458 https://www.govinfo.gov/content/pkg/GOVPUB-C13-be7908c6c7fae78daa4ebab06bf5247f/pdf/GOVPUB-C13-be7908c6c7fae78daa4ebab06bf5247f.pdf,
001116217,110523s1941\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726800035, 0241 (online), C 13.29:72," Structural properties of ""Precision-built, Jr."" prefabricated wood-frame wall construction sponsored by the Homasote Co / ", Building materials and structures report ; 72 , https://purl.fdlp.gov/GPO/gpo105361 https://www.govinfo.gov/content/pkg/GOVPUB-C13-fe564e10acf7e0b7d7f1618f1076994b/pdf/GOVPUB-C13-fe564e10acf7e0b7d7f1618f1076994b.pdf,
001116218,110523s1954\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726800036, 0241 (online), C 13.29:143, Fire tests of brick walls / , Building materials and structures report ; 143 , https://purl.fdlp.gov/GPO/gpo95562 https://www.govinfo.gov/content/pkg/GOVPUB-C13-1d5c8bc0ba1efd1838a62c2c93b5e5b9/pdf/GOVPUB-C13-1d5c8bc0ba1efd1838a62c2c93b5e5b9.pdf,
001116219,110523s1952\\\\dcuae\\\obt\\f000\0\eng\d, (OCoLC)726800037, 0241 (online), C 13.29:133, Live loads on floors in buildings / , Building materials and structures report ; 133 , https://purl.fdlp.gov/GPO/gpo94406 https://www.govinfo.gov/content/pkg/GOVPUB-C13-03121e193fe7b5a13f0f635aaae922aa/pdf/GOVPUB-C13-03121e193fe7b5a13f0f635aaae922aa.pdf,
001116220,110523s1940\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726800039, 0241 (online), C 13.29:37," Structural properties of ""Palisade Homes"" constructions for walls, partitions, and floors sponsored by Palisade Homes / ", Building materials and structures report ; 37 , https://purl.fdlp.gov/GPO/gpo94750 https://www.govinfo.gov/content/pkg/GOVPUB-C13-08a219fa25a08d474ca1f2d0a85750f5/pdf/GOVPUB-C13-08a219fa25a08d474ca1f2d0a85750f5.pdf,
001116221,110523s1948\\\\dcua\\\\ot\\\f000\0\eng\d, (OCoLC)726800040, 0241 (online), C 13.29:113, Fire resistance of structural clay tile partitions / , Building materials and structures report ; 113 , https://purl.fdlp.gov/GPO/gpo100152 https://www.govinfo.gov/content/pkg/GOVPUB-C13-7d69db321101db8efbe692252672a21c/pdf/GOVPUB-C13-7d69db321101db8efbe692252672a21c.pdf,
001116222,110523s1942\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726800041, 0241 (online), C 13.29:93, Accumulation of moisture in walls of frame construction during winter exposure / , Building materials and structures report ; 93 , https://purl.fdlp.gov/GPO/gpo94964 https://www.govinfo.gov/content/pkg/GOVPUB-C13-0ef94e5b3fcf1fbc1843a02b1531c0b6/pdf/GOVPUB-C13-0ef94e5b3fcf1fbc1843a02b1531c0b6.pdf,
001116223,110523e19480816dcua\\\\obt\\f000\0\eng\d, (OCoLC)726800047, 0241 (online), C 13.29:112, Properties of some lightweight-aggregate concretes with and without an air-entraining admixture / , Building materials and structures report ; 112 , https://purl.fdlp.gov/GPO/gpo100153 https://www.govinfo.gov/content/pkg/GOVPUB-C13-81397f9cd32ad44e0223dd52fc0ba0cb/pdf/GOVPUB-C13-81397f9cd32ad44e0223dd52fc0ba0cb.pdf,
001116224,110523s1942\\\\dcu\\\\\os\\\f000\0\eng\d, (OCoLC)726800048, 0241 (online), C 13.29:92," Fire-resistance classifications of building constructions :  report of Subcommittee on Fire-Resistance Classifications of the Central Housing Committee on Research, Design, and Construction.", Building materials and structures report ; 92 , https://purl.fdlp.gov/GPO/gpo98146 https://www.govinfo.gov/content/pkg/GOVPUB-C13-590dac3d03839ce75bf91b25a9759abb/pdf/GOVPUB-C13-590dac3d03839ce75bf91b25a9759abb.pdf,
001116225,110523s1948\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726800054, 0241 (online), C 13.29:111, Performance of a coal-fired boiler converted to oil / , Building materials and structures report ; 111 , https://purl.fdlp.gov/GPO/gpo102162 https://www.govinfo.gov/content/pkg/GOVPUB-C13-b6c62a48e675abab20f4286076bd2077/pdf/GOVPUB-C13-b6c62a48e675abab20f4286076bd2077.pdf,
001116226,110523s1942\\\\dcu\\\\\od\\\f000\0\eng\d, (OCoLC)726800055, 0241 (online), C 13.29:91, A glossary of housing terms / , Building materials and structures report ; 91 , https://purl.fdlp.gov/GPO/gpo100483 https://www.govinfo.gov/content/pkg/GOVPUB-C13-8c9655555fcb9640c8e7742d3b9b7622/pdf/GOVPUB-C13-8c9655555fcb9640c8e7742d3b9b7622.pdf,
001116227,110523s1947\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726800061, 0241 (online), C 13.29:110, Paints for exterior masonry walls / , Building materials and structures report ; 110 , https://purl.fdlp.gov/GPO/gpo101941 https://www.govinfo.gov/content/pkg/GOVPUB-C13-b17d6d3ee9e085d116f68d05ca420f6f/pdf/GOVPUB-C13-b17d6d3ee9e085d116f68d05ca420f6f.pdf,
001116228,110523s1942\\\\dcua\\\\ot\\\f000\0\eng\d, (OCoLC)726800062, 0241 (online), C 13.29:90," Structural properties of ""PHC"" prefabricated wood-frame constructions for walls, floors, and roofs sponsored by the PHC Housing Corporation / ", Building materials and structures report ; 90 , https://purl.fdlp.gov/GPO/gpo94405 https://www.govinfo.gov/content/pkg/GOVPUB-C13-008d2742e885cd9c299813bd2e06b948/pdf/GOVPUB-C13-008d2742e885cd9c299813bd2e06b948.pdf,
001116229,110523s1940\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726800065, 0241 (online), C 13.29:49, Metallic roofing for low-cost house construction / , Building materials and structures report ; 49 , https://purl.fdlp.gov/GPO/gpo98223 https://www.govinfo.gov/content/pkg/GOVPUB-C13-59473df16a26364f66872b0ba3d869e8/pdf/GOVPUB-C13-59473df16a26364f66872b0ba3d869e8.pdf,
001116230,110523s1953\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726800067, 0241 (online), C 13.29:138, Effect of edge insulation upon temperature and condensation on concrete-slab floors / , Building materials and structures report ; 138 , https://purl.fdlp.gov/GPO/gpo96657 https://www.govinfo.gov/content/pkg/GOVPUB-C13-3706ab152e4ac567757c9840fa02b0d7/pdf/GOVPUB-C13-3706ab152e4ac567757c9840fa02b0d7.pdf,
001116231,110523s1940\\\\dcua\\\\ot\\\f000\0\eng\d, (OCoLC)726800072, 0241 (online), C 13.29:48," Structural properties of ""Precision-built"" frame wall and partition constructions sponsored by the Homasote Co / ", Building materials and structures report ; 48 , https://purl.fdlp.gov/GPO/gpo103959 https://www.govinfo.gov/content/pkg/GOVPUB-C13-dc7d0825d90685292b179dcaccc8f89c/pdf/GOVPUB-C13-dc7d0825d90685292b179dcaccc8f89c.pdf,
001116232,110523s1942\\\\dcu\\\\\obt\\f001\0\eng\d, (OCoLC)726800073, 0241 (online), C 13.29:88," Recommended building code requirements for new dwelling construction with special reference to war housing :  report of Subcommittee on Building Codes Central Housing Committee on Research, Design, and Construction.", Building materials and structures report ; 88 , https://purl.fdlp.gov/GPO/gpo98526 https://www.govinfo.gov/content/pkg/GOVPUB-C13-5ecfeda602c199b8f85eb4639a5c0334/pdf/GOVPUB-C13-5ecfeda602c199b8f85eb4639a5c0334.pdf,
001116233,110523s1949\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726800074, 0241 (online), C 13.29:114, Temperatures in a test bungalow with some radiant and jacketed space heaters / , Building materials and structures report ; 114 , https://purl.fdlp.gov/GPO/gpo97129 https://www.govinfo.gov/content/pkg/GOVPUB-C13-41b8fbdcc1c0165f79d94441a03b8e5e/pdf/GOVPUB-C13-41b8fbdcc1c0165f79d94441a03b8e5e.pdf,
001116234,110523s1942\\\\dcu\\\\\ot\\\f000\0\eng\d, (OCoLC)726800076, 0241 (online), C 13.29:87," A method for developing specifications for building construction :  report of Subcommittee on Specifications of the Central Housing Committee on Research, Design, and Construction.", Building materials and structures report ; 87 , https://purl.fdlp.gov/GPO/gpo104483 https://www.govinfo.gov/content/pkg/GOVPUB-C13-e8977090b064a7d23d4528dd848a0b1b/pdf/GOVPUB-C13-e8977090b064a7d23d4528dd848a0b1b.pdf,
001116235,110523s1951\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)726800079, 0241 (online), C 13.29:121, Investigation of failures of white-coat plaster / , Building materials and structures report ; 121 , https://purl.fdlp.gov/GPO/gpo98547 https://www.govinfo.gov/content/pkg/GOVPUB-C13-5f8bfb3cbc114db05799ee978f85cf59/pdf/GOVPUB-C13-5f8bfb3cbc114db05799ee978f85cf59.pdf,
001116236,110528e19421202dcua\\\\obt\\f000\0\eng\d, (OCoLC)727562960, 0241 (online), C 13.29:94," Water permeability and weathering resistance of stucco-faced, gunite-faced, and ""knap concrete-unit"" walls / ", Building materials and structures report ; 94 , https://purl.fdlp.gov/GPO/gpo96049 https://www.govinfo.gov/content/pkg/GOVPUB-C13-26a1a11e887fd2eccd899c896cfb8096/pdf/GOVPUB-C13-26a1a11e887fd2eccd899c896cfb8096.pdf,
001116237,110528s1952\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)727562963, 0241 (online), C 13.29:131, Fire tests of gunite slabs and partitions / , Building materials and structures report ; 131 , https://purl.fdlp.gov/GPO/gpo101752 https://www.govinfo.gov/content/pkg/GOVPUB-C13-acd6e6f8b15b9a30312f93db1edcfb08/pdf/GOVPUB-C13-acd6e6f8b15b9a30312f93db1edcfb08.pdf,
001116238,110717s1948\\\\dcuabe\\obt\\f000\0\eng\d, (OCoLC)741485516, 0241 (online), C 13.29:109, Strength of houses :  application of engineering principles to structural design /, Building materials and structures report ; 109 , https://purl.fdlp.gov/GPO/gpo104095 https://www.govinfo.gov/content/pkg/GOVPUB-C13-df8729d7fdb1810197eb138d47f70d36/pdf/GOVPUB-C13-df8729d7fdb1810197eb138d47f70d36.pdf,
001116239,110717s1952\\\\dcua\\\\ot\\\f000\0\eng\d, (OCoLC)741502747, 0241 (online), C 13.29:129, Fire resistance of shutters for moving-stairway openings / , Building materials and structures report ; 129 , https://purl.fdlp.gov/GPO/gpo100032 https://www.govinfo.gov/content/pkg/GOVPUB-C13-7e1fa52bcba851953a92c750200f9e5e/pdf/GOVPUB-C13-7e1fa52bcba851953a92c750200f9e5e.pdf,
001116240,110721s1942\\\\dcua\\\\ot\\\f000\0\eng\d, (OCoLC)741989790, 0241 (online), C 13.29:85, Dimensional changes of floor coverings with changes in relative humidity and temperature / , Building materials and structures report ; 85 , https://purl.fdlp.gov/GPO/gpo105164 https://www.govinfo.gov/content/pkg/GOVPUB-C13-f99d06fb1512f8e14962fdc0bc587f92/pdf/GOVPUB-C13-f99d06fb1512f8e14962fdc0bc587f92.pdf,
001116241,110721s1949\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)742312733, 0241 (online), C 13.29:115, A study of a baseboard convector heating system in a test bungalow / , Building materials and structures report ; 115 , https://purl.fdlp.gov/GPO/gpo100349 https://www.govinfo.gov/content/pkg/GOVPUB-C13-8908539e101d8de4d37679efeb698389/pdf/GOVPUB-C13-8908539e101d8de4d37679efeb698389.pdf,
001116242,110725s1950\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)742690372, 0241 (online), C 13.29:118, Stack venting of plumbing fixtures / , Building materials and structures report ; 118 , https://purl.fdlp.gov/GPO/gpo105220 https://www.govinfo.gov/content/pkg/GOVPUB-C13-faf1dcfdac92ea0a4f4585221caefdc7/pdf/GOVPUB-C13-faf1dcfdac92ea0a4f4585221caefdc7.pdf,
001116243,110725s1951\\\\dcua\\\\obt\\f000\0\eng\d, (OCoLC)743230821, 0241 (online), C 13.29:122, Physical properties of some samples of asbestos-cement siding / , Building materials and structures report ; 122 , https://purl.fdlp.gov/GPO/gpo103431 https://www.govinfo.gov/content/pkg/GOVPUB-C13-d5afa220128474ae95ee398ef4164149/pdf/GOVPUB-C13-d5afa220128474ae95ee398ef4164149.pdf,
001116244,110731e19430315dcua\\\\obt\\f000\0\eng\d, (OCoLC)744492352, 0241 (online), C 13.29:95, Tests of cement-water paints and other waterproofings for unit-masonry walls / , Building materials and structures report ; 95 , https://purl.fdlp.gov/GPO/gpo104350 https://www.govinfo.gov/content/pkg/GOVPUB-C13-e5296292cdd4c2bff4b183aa575e19e3/pdf/GOVPUB-C13-e5296292cdd4c2bff4b183aa575e19e3.pdf,
001116245,130710s1951\\\\dcua\\\\ot\\\f000\0\eng\d, (OCoLC)852446441, 0241 (online), C 13.29:125, Stone exposure test wall / , Building materials and structures report ; 125 , https://purl.fdlp.gov/GPO/gpo97095 https://www.govinfo.gov/content/pkg/GOVPUB-C13-4090fe94a4f2ae9e4c537afba8ec5355/pdf/GOVPUB-C13-4090fe94a4f2ae9e4c537afba8ec5355.pdf,
