MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
Bibliographic_Level/Illustrations/Publication status	Clemency statistics	000876832	806336990		J			Department of Justice			J 1.120/3:			0717-A-56 (online)			19uu	https://purl.fdlp.gov/GPO/gpo26876			http://www.justice.gov/pardon/statistics.htm		
Bibliographic_Level/Illustrations/Publication status	State fact sheets	000892960	55958248	55771665; 518995312; 780207760	A			Department of Agriculture			A 93.69:			0042-U (online)			19uu	https://purl.fdlp.gov/GPO/LPS50674	https://purl.fdlp.gov/GPO/LPS50575				
Bibliographic_Level/Illustrations/Publication status	CPONDER: CDC's PRAMS on-line data for epidemiologic research.	000896556	650974767	505951120	HE			Department of Health and Human Services			HE 20.7621:			0494-H-13 (online)			2000	https://purl.fdlp.gov/GPO/gpo35902			http://apps.nccd.cdc.gov/cPONDER/		
Bibliographic_Level/Illustrations/Publication status	Current projects from all Research Centers	000901883	848004672		HE			Department of Health and Human Services			HE 20.9025:			0507-H-32 (online)			2006-	https://purl.fdlp.gov/GPO/gpo34296			https://www.ruralhealthresearch.org/projects		
Bibliographic_Level/Illustrations/Publication status	Biodiversity information serving our nation (BISON)	000902375	842230453		I			Department of the Interior			I 19.183/2:			0621-V-06 (online)			201u	https://purl.fdlp.gov/GPO/gpo36163			http://bison.usgs.ornl.gov/#home		
Bibliographic_Level/Illustrations/Publication status	OSTI.gov	000904826	839687038	1059195008; 1059302255	E			Department of Energy			E 1.137/6:			0429-X-52 (online)			2013]-	https://purl.fdlp.gov/GPO/gpo38603			https://www.osti.gov/		
Bibliographic_Level/Illustrations/Publication status	NIH intramural research reports	000905646	854861671		HE			Department of Health and Human Services			HE 20.3078:			0507-A-84 (online)			199u	https://purl.fdlp.gov/GPO/gpo36053			http://intramural.nih.gov/index.tml		
Bibliographic_Level/Illustrations/Publication status	Taking stock	000906023	851784163		Y			Congress			Y 3.EN 8:16-2/			1105-A-07 (online)			2008-	https://purl.fdlp.gov/GPO/gpo37981			http://takingstock.cec.org/content/landing/en/		
Bibliographic_Level/Illustrations/Publication status	Campaign finance data	000915723	840066748		Y			Congress			Y 3.EL 2/3:15/			1091-A-16 (online)			199u	https://purl.fdlp.gov/GPO/gpo44847			http://www.fec.gov/disclosure.shtml		
Bibliographic_Level/Illustrations/Publication status	Campaign finance disclosure portal	000915726	866949654		Y			Congress			Y 3.EL 2/3:21/			1091-A-14 (online)			20uu	https://purl.fdlp.gov/GPO/gpo44838			http://www.fec.gov/pindex.shtml		
Bibliographic_Level/Illustrations/Publication status	Child welfare outcomes report data	000922278	873827115		HE			Department of Health and Human Services			HE 23.1217/2:			0445-L-13 (online)			19uu	https://purl.fdlp.gov/GPO/gpo46148			http://cwoutcomes.acf.hhs.gov/data/overview		
Bibliographic_Level/Illustrations/Publication status	NHI catalog	000922663	772609873		TD			Department of Transportation			TD 2.39/2:			0982-G-92 (online)			2008	https://purl.fdlp.gov/GPO/gpo17602			https://www.nhi.fhwa.dot.gov/training/down_catalog.aspx		
Bibliographic_Level/Illustrations/Publication status	Federal criminal case processing statistics	000929787	880972554		J			Department of Justice			J 29.46/2:			0717-R-30 (online)			20uu	https://purl.fdlp.gov/GPO/gpo49642			http://www.bjs.gov/fjsrc/		
Bibliographic_Level/Illustrations/Publication status	Financial disclosure reports	000930040	881246016		Y			Congress			Y 1.2/13:			0998-A-12 (online)			2008	https://purl.fdlp.gov/GPO/gpo49770			http://clerk.house.gov/public_disc/financial.aspx		
Bibliographic_Level/Illustrations/Publication status	North American transportation statistics database	000930078	797067866		GS			General Services Administration			GS 1.49/2:			0559-J-17 (online)			20uu	https://purl.fdlp.gov/GPO/gpo49783			https://explore.data.gov/Transportation/North-American-Transportation-Statistics-Database-/3384-5bwh		
Bibliographic_Level/Illustrations/Publication status	Type certificate data sheets (make model)	000930557	1190659481		TD			Department of Transportation			TD 4.15/11:T 98/			0431-C-87 (online)			20uu	https://purl.fdlp.gov/GPO/gpo50242			https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/Frameset?OpenPage		
Bibliographic_Level/Illustrations/Publication status	WEBTech notes	000930876	43263596		GP			Government Publishing Office			GP 3.16/3-3:			0556-C-05 (online)			2009-	https://purl.fdlp.gov/GPO/gpo50255			http://www.fdlp.gov/?Itemid=633		
Bibliographic_Level/Illustrations/Publication status	Easy access to juvenile court statistics	000930917	881829385		J			Department of Justice			J 32.24:			0718-A-35 (online)			2005	https://purl.fdlp.gov/GPO/gpo50277			http://www.ojjdp.gov/ojstatbb/ezajcs/		
Bibliographic_Level/Illustrations/Publication status	Easy access to juvenile populations	000930924	881829820		J			Department of Justice			J 32.24/2:			0718-A-63 (online)			2005	https://purl.fdlp.gov/GPO/gpo50280			http://www.ojjdp.gov/ojstatbb/ezapop/		
Bibliographic_Level/Illustrations/Publication status	Classified Index, the Electronic Network	000932716	885050755		LR			National Labor Relations Board			LR 1.8/6-3:			0826-E (online)			20uu	https://purl.fdlp.gov/GPO/gpo51119			http://citenet.nlrb.gov/citenet/home/index.cfm		
Bibliographic_Level/Illustrations/Publication status	Founders online	000934464	847855311		AE			National Archives and Records Administration			AE 1.139:			0569-B-18 (online)			2013]-	https://purl.fdlp.gov/GPO/gpo51713			http://founders.archives.gov/		
Bibliographic_Level/Illustrations/Publication status	Easy access to the FBI's supplementary homicide reports	000934560	889948367		J			Department of Justice			J 32.24/3:			0718-A-64 (online)			2005	https://purl.fdlp.gov/GPO/gpo51751			http://www.ojjdp.gov/ojstatbb/ezashr/		
